CAD_ID,count
202100234930,1
202100235204,1
202100235695,1
202100235751,1
202100236895,1
202100234409,1
202100256430,1
202100256433,1
202100256646,1
202100257108,1
202100257162,1
202100257304,1
202100257310,1
202100243907,1
202100257675,1
202100258424,1
202100258796,1
202100259081,1
202100259767,1
202100259797,1
202100260949,1
202100261319,1
202100257647,1
202100243980,1
202100243981,1
202100244050,1
202100245789,1
202100245951,1
202100245957,1
202100246573,1
202100256338,1
202100249787,1
202100250077,1
202100250493,1
202100251367,1
202100252579,1
202100254091,1
202100255351,1
202100256098,1
202100248499,1
202100371482,1
202100367725,1
202100365901,1
202100365145,1
202100364251,1
202100363196,1
202100362201,1
202100362198,1
202100361803,1
202100360794,1
202100359615,1
202100357948,1
202100356700,1
202100356063,1
202100355901,1
202100302889,1
202100340793,1
202100342514,1
202100345379,1
202100346040,1
202100346800,1
202100348145,1
202100349068,1
202100355052,1
202100349923,1
202100350444,1
202100350805,1
202100352937,1
202100354815,1
202100354849,1
202100355002,1
202100355045,1
202100349788,1
202100380384,1
202100382274,1
202100383037,1
202100384776,1
202100387639,1
202100388617,1
202100389087,1
202100372508,1
202100390668,1
202000009876,1
202100391228,1
202100392180,1
202100392469,1
202100393105,1
202100393564,1
202100393814,1
202100389859,1
202100372554,1
202100372615,1
202100372884,1
202100373175,1
202100373552,1
202100374411,1
202100374786,1
202100380213,1
202100375404,1
202100375641,1
202100375642,1
202100376416,1
202100378210,1
202100378853,1
202100379045,1
202100379230,1
202100374903,1
202100317848,1
202100317165,1
202100314883,1
202100314671,1
202100311838,1
202100311527,1
202100311523,1
202100311054,1
202100310695,1
202100310412,1
202100310239,1
202100310020,1
202100309743,1
202100309638,1
202100309632,1
202100340446,1
202100303212,1
202100303479,1
202100303602,1
202100303819,1
202100304256,1
202100304719,1
202100304772,1
202100309513,1
202100305031,1
202100305200,1
202100305358,1
202100307199,1
202100307224,1
202100308020,1
202100308023,1
202100308153,1
202100305018,1
202100331217,1
202100331777,1
202100332306,1
202100332329,1
202100333375,1
202100333555,1
202100333850,1
202100319093,1
202100335187,1
202100335760,1
202100336050,1
202100336824,1
202100336832,1
202100338022,1
202100338435,1
202100339972,1
202100334859,1
202100319153,1
202100319997,1
202100320466,1
202100321842,1
202100322514,1
202100322557,1
202100323187,1
202100330068,1
202100323520,1
202100323775,1
202100323900,1
202100325368,1
202100325669,1
202100325693,1
202100329174,1
202100329293,1
202100323474,1
202100108124,1
202100107950,1
202100107699,1
202100106897,1
202100106051,1
202100105726,1
202100105597,1
202100105409,1
202100105335,1
202100103860,1
202100101083,1
202100100431,1
202100099587,1
202100098680,1
202100096917,1
202100228521,1
202100084141,1
202100084174,1
202100086614,1
202100086866,1
202100087083,1
202100088847,1
202100088852,1
202100096678,1
202100090389,1
202100091269,1
202100093488,1
202100095247,1
202100095450,1
202100095451,1
202100095563,1
202100096284,1
202100089887,1
202100122186,1
202100122431,1
202100122529,1
202100122865,1
202100122871,1
202100124046,1
202100124594,1
202100108260,1
202100125246,1
202100125612,1
202100125655,1
202100125819,1
202100127211,1
202100127323,1
202100127337,1
202100127371,1
202100124758,1
202100109000,1
202100109443,1
202100109470,1
202100109599,1
202100109769,1
202100110045,1
202100110867,1
202100120673,1
202100114711,1
202100115829,1
202100116303,1
202100116349,1
202100116430,1
202100119069,1
202100119795,1
202100119796,1
202100112412,1
202100048775,1
202100048667,1
202100048660,1
202100047972,1
202100047716,1
202100047693,1
202100047342,1
202100047123,1
202100044974,1
202100044810,1
202100042398,1
202100042384,1
202100039081,1
202100037986,1
202100037968,1
202100084140,1
202100021569,1
202100021986,1
202100023782,1
202100024700,1
202100025963,1
202100027747,1
202100028165,1
202100037203,1
202100028928,1
202100029751,1
202100030320,1
202100034556,1
202100035114,1
202100036362,1
202100036364,1
202100037102,1
202100028761,1
202100070348,1
202100071124,1
202100072010,1
