,tokenized_text
0,"['incid', 'report', 'print', 'date/tim', 'cleveland', 'divis', 'polic', 'login', 'id', 'forec', 'ori', 'number', 'ohclpoo00', 'incid', 'incid', 'date/tim', 'pm', 'incid', 'type', 'non', 'fatal', 'pedestrain', 'struck', 'locat', 'st', 'clair', 'ave', 'venu', 'cleveland', 'cleveland', 'oh', 'phone', 'number', 'sourc', 'report', 'requir', 'prioriti', 'prior', 'hazard', 'statu', 'le', 'case', 'number', 'natur', 'call', 'non', 'fatal', 'accid', 'pedestrian', 'struck', 'unit/personnel', 'unit', 'personnel', 'c1025-compton', 'person', 'role', 'name', 'address', 'phone', 'race', 'sex', 'dob', 'vehicl', 'role', 'type', 'year', 'make', 'model', 'color', 'licens', 'state', 'disposit', 'disposit', 'count', 'tour', 'area', 'advis', 'handl', 'detect', 'bureau', 'properti', 'date', 'code', 'type', 'make', 'model', 'descript', 'tag', 'item', 'page', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'call', 'comment', 'comment', 'intergaph', 'loi', 'search', 'complet', 'cleveland', 'fm', 'struck', 'veh', 'enrt', 'walk', 'work', 'st', 'occur', 'e', 'veh', 'never', 'slow', 'cross', 'street', 'blue', 'veh', 'w/3', 'ls', 'drive', 'twd', 'parkwood', 'clr', 'unabl', 'get', 'veh', 'plt', 'pain', 'knee', 'em', 'ref', 'req', 'cpd', 'respond', 'make', 'rept', 'report', 'want', 'time', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic']"
1,"['polic', 'narr', 'unit1', 'turn', 'onto', 'w44_', 'pedestrian', 'unit2', 'was-crossing-the-street-', 'utilizing-th', 'attempt', 'execut', 'turn', 'low', 'speed', 'unit', 'struck', 'pedestrian', 'unit2', 'caus', 'fall', 'ground', 'failur', 'yield', 'cross', 'pedestrian']"
2,"['incid', 'report', 'print', 'date/tim', 'cleveland', 'divis', 'polic', 'login', 'id', 'forec', 'ori', 'number', 'ohclpoo00', 'incid', 'incid', 'date/tim', 'pm', 'incid', 'type', 'non', 'fatal', 'pedestrain', 'struck', 'locat', 'purita', 'ave', 'venu', 'cleveland', 'cleveland', 'oh', 'phone', 'number', 'sourc', 'report', 'requir', 'prioriti', 'prior', 'hazard', 'statu', 'le', 'case', 'number', 'natur', 'call', 'non', 'fatal', 'accid', 'pedestrian', 'struck', 'unit/personnel', 'unit', 'personnel', 'person', 'role', 'name', 'address', 'phone', 'race', 'sex', 'dob', 'vehicl', 'role', 'type', 'year', 'make', 'model', 'color', 'licens', 'state', 'disposit', 'disposit', 'count', 'oh1', 'crash', 'report', 'made/held', 'handl', 'detect', 'bureau', 'properti', 'date', 'code', 'type', 'make', 'model', 'descript', 'tag', 'item', 'page', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'call', 'comment', 'comment', 'intergaph', 'loi', 'search', 'complet', 'cleveland', 'car', 'accid', 'caller', 'ask', 'em', 'post', 'offic', 'caller', 'connect', 'em', 'ota', 'pedestrian', 'struck', 'event', 'type', 'chang', 'nf', 'nfp', 'yolanda', 'golston', 'termin', 'psct-260', 'event', 'prioriti', 'chang', 'yolanda', 'golston', 'termin', 'psct-260', 'car', 'still', 'scene', 'veh', 'blk', 'auto', 'cb', 'blk', 'volvo', 'w/plt', 'hgw8080', 'anoth', 'call', 'em', 'medic', 'en', 'cd', 'hall', 'notifi', 'info', 'smith', 'hgw8080', 'confer', 'w/', 'em', 'm43', 'enrout', 'hosp', 'info', 'arriv', 'wston\\', 'age', 'medic', 'info', 'track', 'devic', 'system', 'clear', 'track', 'devic', 'system', 'set', 'new', 'equip', 'list', 'unit', 'enrout', 'd1', 'complet', 'oh-1', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'd1', 'oh1', 'info', 'smith', 'rosario-', 'marerro', 'oh-1', 'non-fat', 'priv', 'prop', 'complet', 'car', 'turn', 'b', 'platoon', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'redact', 'date', 'redact', 'log', 'total', 'number', 'redact', 'document', 'redact', 'reason', 'page', 'page', 'reason', 'descript', 'occurr', 'medic', 'record', 'remov', 'releas', 'o.r.c', 'and/or', 'medic', 'info', 'hipaa', 'cfr', 'unless', 'author', 'releas', 'sign', 'individu', 'whose', 'record', 'request', 'redact', 'date', 'redact', 'log', 'redact', 'reason', 'exempt', 'page', 'reason', 'descript', 'count', 'medic', 'record', 'remov', 'releas', 'o.r.c', 'and/or', 'medic', 'info', 'hipaa', 'cer', 'unless', 'author', 'releas', 'sign', 'individu', 'whose', 'record', 'request']"
3,"['incid', 'report', 'print', 'date/tim', 'cleveland', 'divis', 'polic', 'login', 'id', 'forec', 'ori', 'number', 'ohclpoo00', 'incid', 'incid', 'date/tim', 'pm', 'incid', 'type', 'non', 'fatal', 'pedestrain', 'struck', 'locat', 'superior', 'ave/', 'st', 'venu', 'phone', 'number', 'sourc', 'report', 'requir', 'prioriti', 'prior', 'hazard', 'statu', 'le', 'case', 'number', 'natur', 'call', 'non', 'fatal', 'accid', 'pedestrian', 'struck', 'unit/personnel', 'unit', 'personnel', 'r1040-rice', 'm1089-meissner', 'person', 'role', 'name', 'address', 'phone', 'race', 'sex', 'dob', 'vehicl', 'role', 'type', 'year', 'make', 'model', 'color', 'licens', 'state', 'disposit', 'disposit', 'count', 'handl', 'detect', 'bureau', 'assist', 'handl', 'alu', 'report', 'made', 'properti', 'date', 'code', 'type', 'make', 'model', 'descript', 'tag', 'item', 'page', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'call', 'comment', 'comment', 'intergaph', 'loi', 'search', 'complet', 'cleveland', 'pedestrian', 'struck', 'auto', 'street', 'car', 'around', 'unkn', 'car', 'hit', 'duplic', 'event', 'locat', 'superior', 'ave/east', 'blvd', 'cleyv', 'cross', 'street', 'superior', 'ave', 'cross', 'street', 'east', 'blvd', 'type', 'fasx', 'feloni', 'assault', 'susp', 'scene/in', 'area', 'subtyp', 'caller', 'name', 'verizon', 'wireless/f', 'caller/rcb', 'caller', 'ph', 'number', 'qs', 'aller', 'address', 'e', 'ncleveland', 'call', 'sourc', 'ani/ali', 'alarm', 'level', 'cleveland', 'superior', 'east', 'bl', 'ansel', 'rd', 'fe', 'st', 'short', 'orient', 'ml', 'look', 'dead', 'poss', 'hit', 'veh', 'sever', 'veh', 'still', 'scene', 'end', 'duplic', 'event', 'data', 'cd', 'cabaniss', 'notifi', 'per', 'fe', 'caller', 'ml', 'face', 'appear', 'dead', 'short', 'orient', 'ml', 'still', 'middl', 'street', 'em', 'notifi', 'blood', 'seen', 'em', 'notifi', 'medic', 'enrt', 'ml', 'wear', 'coat', 'jean', 'nfi', 'duplic', 'event', 'locat', 'superior', 'ave', 'cleyv', 'cross', 'street', 'e', 'st', 'cross', 'street', 'e', 'st', 'type', 's911', 'silent', 'call', 'subtyp', 'caller', 'name', 't-mobil', 'usa', 'caller', 'ph', 'number', 'caller', 'address', 'ansel', 'rd', 'se', 'sector', 'cleveland', 'call', 'sourc', 'ani/ali', 'alarm', 'level', 'cleveland', 'open', 'line', 'phase', 'ii', 'vm', 'cb', 'loi', 'search', 'complet', 'end', 'duplic', 'event', 'data', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'cross', 'referenc', 'event', 'yolanda', 'jone', 'termin', 'pspd-287', 'duplic', 'event', 'clev', 'cross', 'street', 'e', 'st', 'cross', 'street', 'superior', 'ave', 'type', 'trun', 'troubl', 'unknown', 'caus', 'subtyp', 'caller', 'name', 'sprint', 'caller', 'ph', 'number', 'caller', 'address', 'r', 'ansel', 'rd-', 'ne', 'sector', 'cleveland', 'call', 'sourc', 'ani/ali', 'alarm', 'level', 'cleveland', 'loi', 'search', 'complet', 'ml', 'lay', 'middl', 'street', 'ml', 'breath', 'bleed', 'head', 'bleed', 'mouth', 'ml', 'foam', 'mouth', 'well', 'tran', 'em', 'end', 'duplic', 'event', 'data', 'cross', 'referenc', 'event', 'yolanda', 'jone', 'termin', 'pspd-287', 'block', 'traffic', 'req', 'aiu', 'victim', 'close', 'head', 'injuri', 'unrespons', 'aiu', 'page', 'wait', 'respons', 'aiu', 'notifi', 'respond', 'medic', 'seriou', 'transport', 'assist', 'traffic', 'scene', 'mva', 'assist', 'accid', 'wc', 'enrt', 'tog', 'get', 'e.99/superior', 'mva-pedestrian', 'struck', 'ali', 'hit', 'skip', 'assist', 'atu', 'unit', 'scene', 'handl', 'per', 'aiu', 'may', 'aggrav', 'vehiclular', 'assault', 'report', 'complet', 'wc', 'agg', 'veh', 'aslt', 'rept', 'aiu', 'go', 'oh1', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'info', 'agg', 'vehicular', 'assault', 'johnson', 'hick', 'aiu', 'handl', 'ped', 'struck', 'hit-skip', 'medic', 'scene', 'convey', 'victim', 'ali', 'scene', 'use', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'redact', 'date', 'redact', 'log', 'total', 'number', 'redact', 'document', 'redact', 'reason', 'page', 'page', 'reason', 'descript', 'occurr', 'pursuant', 'r.c', 'mm', 'telephon', 'number', 'crime', 'victim', 'wit', 'crime', 'victim', 'receiv', 'medic', 'treatment', 'injuri', 'result', 'telephon', 'motor', 'vehicl', 'aircraft', 'boat', 'number', 'and/or', 'trolley', 'accid', 'caus', 'misdemeanor', 'higher', 'violat', 'ohio', 'revis', 'code', 'and/or', 'parti', 'motor', 'vehicl', 'accid', 'redact', 'pursuant', 'r.c', 'mm', 'telephon', 'number', 'crime', 'victim', 'wit', 'crime', 'victim', 'receiv', 'medic', 'treatment', 'injuri', 'result', 'telephon', 'motor', 'vehicl', 'aircraft', 'boat', 'number', 'and/or', 'trolley', 'accid', 'caus', 'misdemeanor', 'higher', 'violat', 'ohio', 'revis', 'code', 'and/or', 'parti', 'motor', 'vehicl', 'accid', 'redact', 'medic', 'record', 'remov', 'releas', 'o.r.c', 'and/or', 'medic', 'info', 'hipaa', 'cfr', 'unless', 'author', 'releas', 'sign', 'individu', 'whose', 'record', 'request', 'medic', 'record', 'remov', 'releas', 'o.r.c', 'and/or', 'medic', 'info', 'hipaa', 'cfr', 'unless', 'author', 'releas', 'sign', 'individu', 'whose', 'record', 'request', 'redact', 'date', 'redact', 'log', 'redact', 'reason', 'exempt', 'page', 'reason', 'descript', 'count', 'medic', 'record', 'remov', 'releas', 'o.r.c', 'and/or', 'medic', 'info', 'hipaa', 'cfr', 'unless', 'author', 'releas', 'sign', 'individu', 'whose', 'record', 'request', 'pursuant', 'r.c', 'mm', 'telephon', 'number', 'crime', 'victim', 'wit', 'crime', 'victim', 'receiv', 'medic', 'treatment', 'injuri', 'result', 'telephon', 'number', 'motor', 'vehicl', 'aircraft', 'boat', 'and/or', 'trolley', 'accid', 'caus', 'misdemeanor', 'higher', 'violat', 'ohio', 'revis', 'code', 'and/or', 'parti', 'motor', 'vehicl', 'accid', 'redact', 'nwpolic', 'narr', 'jnit', 's/b', 'e.99', 'street', 'turn', 'e/b', 'left', 'onto', 'superior', 'avenu', 'unit', 'pedestrian', 'cross', 'superior', 'avenu', 'crosswalk', 'south', 'north', 'struck', 'unit', 'unit', 'fail', 'remain', 'scene', 'flee', 'e/b', 'superior', 'avenu']"
4,"['incid', 'report', 'print', 'date/tim', 'cleveland', 'divis', 'polic', 'login', 'id', 'forec', 'ori', 'number', 'ohclpoo000', 'incid', 'incid', 'date/tim', 'incid', 'type', 'non', 'fatal', 'pedestrain', 'struck', 'locat', 'e', 'st', 'venu', 'cleveland', 'cleveland', 'oh', 'phone', 'number', 'sourc', 'report', 'requir', 'prioriti', 'prior', 'hazard', 'statu', 'le', 'case', 'number', 'natur', 'call', 'non', 'fatal', 'accid', 'pedestrian', 'struck', 'unit/personnel', 'unit', 'personnel', 'person', 'role', 'name', 'address', 'phone', 'race', 'sex', 'dob', 'vehicl', 'role', 'type', 'year', 'make', 'model', 'color', 'licens', 'state', 'disposit', 'disposit', 'count', 'handl', 'detect', 'bureau', 'properti', 'date', 'code', 'type', 'make', 'model', 'descript', 'tag', 'item', 'page', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'call', 'comment', 'comment', 'intergaph', 'loi', 'search', 'complet', 'special', 'address', 'comment', 'ed', 'locat', 'medic', 'kit', 'yo', 'ml', 'st', 'hit', 'veh', 'street', 'address', 'walk', 'med', 'enr', 'call', 'drop', 'medic', 'toperi', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'redact', 'date', 'redact', 'log', 'total', 'number', 'redact', 'document', 'redact', 'reason', 'page', 'page', 'reason', 'descript', 'occurr', 'medic', 'record', 'remov', 'releas', 'o.r.c', 'and/or', 'medic', 'info', 'hipaa', 'cfr', 'unless', 'author', 'releas', 'sign', 'individu', 'whose', 'record', 'request', 'redact', 'date', 'redact', 'log', 'redact', 'reason', 'exempt', 'reason', 'descript', 'ae', 'medic', 'record', 'remov', 'releas', 'o.r.c', 'and/or', 'a1', 'medic', 'info', 'hipaa', 'cfr', 'unless', 'author', 'releas', 'sign', 'individu', 'whose', 'record', 'request']"
5,"['incid', 'report', 'print', 'date/tim', 'cleveland', 'divis', 'polic', 'login', 'id', 'forec', 'ori', 'number', 'ohclpoo00', 'incid', 'incid', 'date/tim', 'pm', 'incid', 'type', 'non', 'fatal', 'pedestrain', 'struck', 'locat', 'w', 'st', 'western', 'ave', 'venu', 'cleveland', 'cleveland', 'oh', 'phone', 'number', 'sourc', 'report', 'requir', 'prioriti', 'prior', 'hazard', 'statu', 'le', 'case', 'number', 'natur', 'call', 'non', 'fatal', 'accid', 'pedestrian', 'struck', 'unit/personnel', 'unit', 'personnel', 'person', 'role', 'name', 'address', 'phone', 'race', 'sex', 'dob', 'vehicl', 'role', 'type', 'year', 'make', 'model', 'color', 'licens', 'state', 'disposit', 'disposit', 'count', 'convey', 'handl', 'em', 'handl', 'detect', 'bureau', 'report', 'held', 'properti', 'date', 'code', 'type', 'make', 'model', 'descript', 'tag', 'item', 'page', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'call', 'comment', 'comment', 'intergaph', 'loi', 'search', 'complet', 'cleveland', 'clr', 'st', 'drive', 'lfyt', 'made', 'pick', 'uhaul', 'hit', 'ml', 'bike', 'lyft', 'veh', 'windshield', 'broken', 'honda', 'honda', 'accord', 'silv', 'st', 'ml', 'walk', 'around', 'talk', 'connect', 'w/em', 'clr', 'also', 'gave', 'cbre', 'duplic', 'event', 'locat', 'w', 'st/western', 'ave', 'cleyv', 'cross', 'street', 'w', 'st', 'cross', 'street', 'western', 'ave', 'type', 'nfp', 'non', 'fatal', 'accid', 'pedestrian', 'struck', 'subtyp', 'caller', 'name', 'em', 'caller', 'ph', 'number', 'aero', 'call', 'sourc', 'alarm', 'level', 'unk', 'age', 'ml', 'struck', 'veh', 'caller', 'passerbi', 'longer', 'scene', 'end', 'duplic', 'event', 'data', 'anoth', 'call', 'em', 'med', 'enrout', 'em', 'want', 'eta', 'cpd', 'cd', 'hall', 'adv', 'delet', 'dispatch', 'warn', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'redact', 'date', 'redact', 'log', 'total', 'number', 'redact', 'document', 'redact', 'reason', 'page', 'page', 'reason', 'descript', 'occurr', 'pursuant', 'r.c', 'mm', 'telephon', 'number', 'crime', 'victim', 'wit', 'crime', 'victim', 'receiv', 'medic', 'treatment', 'injuri', 'result', 'telephon', 'motor', 'vehicl', 'aircraft', 'boat', 'number', 'and/or', 'trolley', 'accid', 'caus', 'misdemeanor', 'higher', 'violat', 'ohio', 'revis', 'code', 'and/or', 'parti', 'motor', 'vehicl', 'accid', 'redact', 'redact', 'date', 'redact', 'log', 'redact', 'reason', 'exempt', 'page', 'reason', 'descript', 'count', 'pursuant', 'r.c', 'mm', 'telephon', 'number', 'crime', 'victim', 'wit', 'crime', 'victim', 'receiv', 'medic', 'treatment', 'injuri', 'result', 'telephon', 'number', 'motor', 'vehicl', 'aircraft', 'boat', 'and/or', 'trolley', 'accid', 'caus', 'misdemeanor', 'higher', 'violat', 'ohio', 'revis', 'code', 'and/or', 'parti', 'motor', 'vehicl', 'accid', 'redacted.polic', 'narr', 'e', 'unit', 'drive', 'eastbound', 'across', 'w117', 'st.', 'western', 'ave.', 'cross', 'heard', 'loud', 'thud', 'saw', 'male', 'windshield', 'unit', 'state', 'ride', 'bike', 'northbound', 'across', 'western', 'ave', 'struck', 'unit', 'send', 'windshield', 'damag', 'bike', 'em', 'convey', 'unit', 'metro', 'hospit', 'medic', 'treatment']"
8,"['incid', 'report', 'print', 'date/tim', 'cleveland', 'divis', 'polic', 'login', 'id', 'forec', 'ori', 'number', 'ohclpoo000', 'incid', 'incid', 'date/tim', 'pm', 'incid', 'type', 'non', 'fatal', 'pedestrain', 'struck', 'locat', 'woodland', 'ave', 'venu', 'cleveland', 'cleveland', 'oh', 'phone', 'number', 'sourc', 'report', 'requir', 'prioriti', 'prior', 'hazard', 'statu', 'le', 'case', 'number', 'natur', 'call', 'non', 'fatal', 'accid', 'pedestrian', 'struck', 'unit/personnel', 'unit', 'personnel', 'person', 'role', 'name', 'address', 'phone', 'race', 'sex', 'dob', 'vehicl', 'role', 'type', 'year', 'make', 'model', 'color', 'licens', 'state', 'disposit', 'disposit', 'count', 'cancel', 'caller', 'properti', 'date', 'code', 'type', 'make', 'model', 'descript', 'tag', 'item', 'page', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'call', 'comment', 'comment', 'intergaph', 'caller', 'involv', 'nep', 'mva', 'hs', 'veh', 'taken', 'qgg3ghosp', 'caller', 'sure', 'rept', 'made', 'mva', 'caller', 'unconc', 'want', 'make', 'rept', 'cad', 'loi', 'search', 'complet', 'cb', 'caller', 'need', 'copi', 'rept', 'aiu', 'handl', 'caller', 'given', 'rept', 'public', 'records/aiu', 'need', 'zc', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'redact', 'date', 'redact', 'log', 'total', 'number', 'redact', 'document', 'redact', 'reason', 'page', 'page', 'reason', 'descript', 'occurr', 'medic', 'record', 'remov', 'releas', 'o.r.c', 'and/or', 'medic', 'info', 'hipaa', 'cfr', 'unless', 'author', 'releas', 'sign', 'individu', 'whose', 'record', 'request', 'redact', 'date', 'redact', 'log', 'redact', 'reason', 'exempt', 'reason', 'descript', 'ae', 'medic', 'record', 'remov', 'releas', 'o.r.c', 'and/or', 'a1', 'medic', 'info', 'hipaa', 'cfr', 'unless', 'author', 'releas', 'sign', 'individu', 'whose', 'record', 'request']"
9,"['incid', 'report', 'print', 'date/tim', 'cleveland', 'divis', 'polic', 'login', 'id', 'forec', 'ori', 'number', 'ohclpoo000', 'incid', 'incid', 'date/tim', 'incid', 'type', 'non', 'fatal', 'pedestrain', 'struck', 'locat', 'lakeview', 'rd', 'venu', 'cleveland', 'cleveland', 'oh', 'phone', 'number', 'sourc', 'report', 'requir', 'prioriti', 'prior', 'hazard', 'statu', 'le', 'case', 'number', 'natur', 'call', 'non', 'fatal', 'accid', 'pedestrian', 'struck', 'unit/personnel', 'unit', 'personnel', 'person', 'role', 'name', 'address', 'phone', 'race', 'sex', 'dob', 'vehicl', 'role', 'type', 'year', 'make', 'model', 'color', 'licens', 'state', 'disposit', 'disposit', 'count', 'tour', 'area', 'unabl', 'locat', 'gone', 'arriv', 'properti', 'date', 'code', 'type', 'make', 'model', 'descript', 'tag', 'item', 'page', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'call', 'comment', 'comment', 'intergaph', 'loi', 'search', 'complet', 'caller', 'state', 'ml', 'blue', 'ford', 'focu', 'htd2005', 'hit', 'caller', 'bicycl', 'knock', 'bike', 'ml', 'got', 'veh', 'bm', 'camo', 'jkt', 'hat', 'approx', 'grey', 'hoodi', 'ml', 'took', 'nb', 'lakeview', 'caller', 'state', 'he', 'ok', 'em', 'need', 'poss', 'could', 'ford', 'fusion', 'newer', 'model', 'veh', 'caller', 'phone', 'brother', 'mose', 'scene', 'sleep', 'caller', 'state', 'ml', 'gun', 'event', 'prioriti', 'chang', 'jennif', 'best', 'termin', 'psct-276', 'updat', 'code', 'ml', 'pick', 'caller', 'bike', 'threw', 'caller', 'state', 'stuck', 'gun', 'back', 'waistband', 'took', 'caller', 'state', 'ml', 'cut', 'across', 'lane', 'hit', 'unknwn', 'intox', 'caller', 'leg', 'mess', 'still', 'refus', 'em', 'anoth', 'ml', 'live', 'wit', 'vic', 'get', 'aggit', 'scare', 'state', 'want', 'go', 'home', 'said', 'cpd', 'arriv', 'head', 'ashburi', 'toward', 'wade', 'live', 'dscn', 'susp', 'lic', 'plt', 'come', 'back', 'thomsd', 'toppel', 'dob', 'ssniessreeea', 'ddress', 'northview', 'rd', 'rocki', 'river', 'oh', 'loi', 'inform', 'event', 'view', 'jennif', 'best', 'termin', 'psct-276', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'spoke', 'wit', 'vict', 'left', 'zc', 'pass', 'ashburi', 'twd', 'wade', 'didnt', 'see', 'tour', 'area', 'vict', 'wcs3', 'nr', 'callback', 'vic', 'susp', 'goa', 'utl', 'document', 'creat', 'applic', 'licens', 'use', 'novapdf', 'purchas', 'licens', 'gener', 'pdf', 'file', 'without', 'notic', 'redact', 'date', 'redact', 'log', 'total', 'number', 'redact', 'document', 'redact', 'reason', 'page', 'page', 'reason', 'descript', 'occurr', 'social', 'secur', 'number', 'ssn', 'redact', 'state', 'ex', 'rel', 'beacon', 'journal', 'publish', 'co.', 'v.', 'akron', 'ohio', 'st.3d', 'redact', 'date', 'redact', 'log', 'redact', 'reason', 'exempt', 'page', 'reason', 'descript', 'count', 'social', 'secur', 'number', 'redact', 'ssn', 'state', 'ex', 'rel', 'beacon', 'journal', 'publish', 'co.', 'v.', 'akron', 'ohio', 'st.3d']"
